time,ton,thrust,mfr,vl,anomaly_code,uv_360nm
2021-02-03 06:00:00.000,0,0.0014786188113891,0.0,0.0,,5.951274396463305
2021-02-03 06:00:00.010,0,-0.0029750090878464,0.0,1.0,,10.321485950307368
2021-02-03 06:00:00.020,0,0.0005700489375177,0.0,1.0,,12.732288415838294
2021-02-03 06:00:00.030,0,0.004980651140601,0.0,1.0,,8.843510113931965
2021-02-03 06:00:00.040,0,-0.0022404322919524,0.0,1.0,,11.236120887715716
2021-02-03 06:00:00.050,0,0.0020229314581314,0.0,1.0,,12.861930536561378
2021-02-03 06:00:00.060,0,0.0003957765025918,0.0,1.0,,10.914469643352806
2021-02-03 06:00:00.070,0,-0.0015842762892736,0.0,1.0,,11.553901310804292
2021-02-03 06:00:00.080,0,-0.0050210283992727,0.0,1.0,,8.136753658450619
2021-02-03 06:00:00.090,0,-0.0007190139024403,0.0,1.0,,9.73499360955856
2021-02-03 06:00:00.100,0,0.0019483690850733,0.0,1.0,,12.926920818049235
2021-02-03 06:00:00.110,0,-0.0021868075857633,0.0,1.0,,10.086487229740621
2021-02-03 06:00:00.120,0,-0.0008362851870634,0.0,1.0,,14.803854230653275
2021-02-03 06:00:00.130,0,-0.0058658515404035,0.0,1.0,,8.530482255557983
2021-02-03 06:00:00.140,0,0.0038052683504818,0.0,0.0,,7.026180053222049
2021-02-03 06:00:00.150,0,-0.0032485040913265,0.0,0.0,,4.923158320551079
2021-02-03 06:00:00.160,0,0.0026210221729779,0.0,0.0,,11.777253567312265
2021-02-03 06:00:00.170,0,0.0005742665165076,0.0,0.0,,10.477338407952743
2021-02-03 06:00:00.180,0,-0.0009578548186077,0.0,0.0,,6.757024412841115
2021-02-03 06:00:00.190,0,0.0055044679031604,0.0,0.0,,8.160705894878891
2021-02-03 06:00:00.200,0,-0.0038693738776513,0.0,0.0,,9.123559445407995
2021-02-03 06:00:00.210,0,0.001543417379775,0.0,0.0,,8.90344568797242
2021-02-03 06:00:00.220,0,-0.0021309696318337,0.0,0.0,,8.11212257760769
2021-02-03 06:00:00.230,0,0.0039310563498158,0.0,0.0,,12.07554335490706
2021-02-03 06:00:00.240,0,-0.0031371842048276,0.0,0.0,,8.994763544177243
2021-02-03 06:00:00.250,0,-0.0006757211585765,0.0,0.0,,9.516077061167673
2021-02-03 06:00:00.260,0,-0.0025669662657028,0.0,0.0,,8.767628591567
2021-02-03 06:00:00.270,0,0.0006348222999493,0.0,0.0,,11.841682963052406
2021-02-03 06:00:00.280,0,-0.0008100661067786,0.0,0.0,,10.681824150270554
2021-02-03 06:00:00.290,0,0.0018332067711342,0.0,0.0,,8.83762107407335
2021-02-03 06:00:00.300,0,0.001336640109566,0.0,0.0,,9.549403756926363
2021-02-03 06:00:00.310,0,-0.0014225770780502,0.0,0.0,,8.207515363609632
2021-02-03 06:00:00.320,0,0.0044870274652668,0.0,0.0,,10.582699089574906
2021-02-03 06:00:00.330,0,-0.001370373203348,0.0,0.0,,9.55170435036481
2021-02-03 06:00:00.340,0,0.0041883327665636,0.0,0.0,,8.654837057188068
2021-02-03 06:00:00.350,0,0.0002265365331358,0.0,0.0,,10.05275729434588
2021-02-03 06:00:00.360,0,-0.0006218567847963,0.0,0.0,,14.340538240628481
2021-02-03 06:00:00.370,0,0.0033706665798191,0.0,0.0,,12.822605023373798
2021-02-03 06:00:00.380,0,0.0024731335669011,0.0,0.0,,8.77348363202492
2021-02-03 06:00:00.390,0,0.0041141342359165,0.0,0.0,,8.461019573936996
2021-02-03 06:00:00.400,0,-0.0022308929158197,0.0,0.0,,14.004658326701403
2021-02-03 06:00:00.410,0,-0.0037230628976233,0.0,0.0,,8.748592835641988
2021-02-03 06:00:00.420,0,0.0006048348183173,0.0,0.0,,11.100632762139378
2021-02-03 06:00:00.430,0,0.001976497757296,0.0,0.0,,12.61637723765618
2021-02-03 06:00:00.440,0,0.003596754738731,0.0,0.0,,11.079130155550713
2021-02-03 06:00:00.450,0,0.0019621296522971,0.0,0.0,,13.410764392759845
2021-02-03 06:00:00.460,0,0.002174918891133,0.0,0.0,,7.940597330663693
2021-02-03 06:00:00.470,0,0.003003091717388,0.0,0.0,,8.216815071158237
2021-02-03 06:00:00.480,0,-0.0024687074479707,0.0,0.0,,5.847060681404995
2021-02-03 06:00:00.490,0,0.0065566870325861,0.0,0.0,,7.445924072092772
2021-02-03 06:00:00.500,0,-0.0002482770442929,0.0,0.0,,12.674680540760445
2021-02-03 06:00:00.510,0,0.0066876569046637,0.0,0.0,,11.052935306295566
2021-02-03 06:00:00.520,0,0.0017708466304128,0.0,0.0,,11.804590826933918
2021-02-03 06:00:00.530,0,0.0015892514155929,0.0,0.0,,10.07884892418228
2021-02-03 06:00:00.540,0,-0.0039703948959217,0.0,0.0,,13.766025690020632
2021-02-03 06:00:00.550,0,-0.0013047525267379,0.0,0.0,,11.559256601557223
2021-02-03 06:00:00.560,0,-0.0044269554677166,0.0,0.0,,10.09336493509742
