P,T,R,data_source,is_synthetic,is_anomalous
1.7189412411743112,46.66340686480184,51.42598104902251,enhanced,0,0
0.5420360263025795,26.893827945371086,44.26228758008988,enhanced,0,0
0.2174207784862913,51.657277274771566,50.81484977346941,enhanced,0,0
0.1409812184941709,42.14471371450247,49.00608700667287,enhanced,0,0
1.233142434882008,6.556463525371322,13.61158235133337,enhanced,0,0
0.4930613775443877,58.5617187465686,14.021401416080378,enhanced,0,0
0.2099866080882025,45.90724241743082,13.209548444403485,enhanced,0,0
0.0581217776261888,47.37779401134028,13.778023292348204,enhanced,0,0
1.6562454120037102,8.558704327857207,24.905108947551213,enhanced,0,0
0.3823832753402383,27.57277033583846,22.95753593907789,enhanced,0,0
0.2182546070684452,22.87708342972229,23.593220359258684,enhanced,0,0
0.1063395002487777,55.67913434206751,24.53037300728437,enhanced,0,0
0.7301250050335124,38.98804208475921,19.12177818790557,enhanced,0,0
0.4448148681800259,49.542935182978965,20.063904734099907,enhanced,0,0
0.149526309171226,27.161437730812537,18.74575844123289,enhanced,0,0
0.0659663250198009,14.407084585301837,19.97690562220661,enhanced,0,0
0.7017763931682229,33.72050243393425,11.663264129815744,enhanced,0,0
0.4386978822849882,4.765218110146344,12.269664200506783,enhanced,0,0
0.1502873810859948,49.830239147562345,12.41953059036994,enhanced,0,0
0.0348074509266295,38.26819954820183,12.676786612921653,enhanced,0,0
1.4631135166460094,45.72717666503706,3.365279254698492,enhanced,0,0
0.2638973608459,21.917032119662235,3.045103355272881,enhanced,0,0
0.1305686450601787,58.27118343929929,3.2340876899844204,enhanced,0,0
0.0732513482916911,53.69414615800967,3.564750803225776,enhanced,0,0
1.5394122023950256,46.92462632735195,3.483847888519181,enhanced,0,0
0.4316089929188264,12.483683763266086,3.792873413191993,enhanced,0,0
0.1710016777547835,28.53653921989501,3.8378373701724335,enhanced,0,0
0.1483227264501812,3.584422181446498,3.965982280807506,enhanced,0,0
1.040307166428527,10.10308003198532,3.444082595320152,enhanced,0,0
0.6798558410189094,41.29988824130482,3.591791175688413,enhanced,0,0
0.2193886755640561,44.94096719856121,3.882784234632088,enhanced,0,0
0.0690745472873348,58.08307421361839,3.672689963399091,enhanced,0,0
1.2034577925496055,20.22369613015097,3.991345735132613,enhanced,0,0
0.6634982285480382,22.857122656057264,3.8100015841091737,enhanced,0,0
0.1428023534300503,28.703792865272668,3.722319522318818,enhanced,0,0
0.1272001005628961,12.178810185972855,3.9398173946044936,enhanced,0,0
0.8192302781781791,8.665368814792828,3.752181274253884,enhanced,0,0
0.3907555990143951,29.06659064733009,3.64255371394397,enhanced,0,0
0.1432984553640212,14.387651594002165,3.2666343781452016,enhanced,0,0
0.0782167950839878,40.51902568626811,3.4317050059021468,enhanced,0,0
0.6959995717629748,26.791963213467515,3.566929780502852,enhanced,0,0
0.1611701712550126,50.12801356741241,3.5971171019806607,enhanced,0,0
0.0797534866009222,42.315641018132695,3.615174796517477,enhanced,0,0
0.0745051528230725,19.429631841540424,3.5574432304257644,enhanced,0,0
0.8452805020973564,50.10332828231686,3.9772897146385655,enhanced,0,0
0.2660600462720799,48.48109709231131,3.765094167171431,enhanced,0,0
0.0709125522412334,23.86122436278029,3.741510259221824,enhanced,0,0
0.0171587608439473,18.011358131884403,3.843234077894529,enhanced,0,0
1.4077228715043786,1238.0170420357067,19.031101125912546,enhanced,0,0
0.5811739632480525,277.36189598847835,21.00632119187965,enhanced,0,0
0.2576015583594768,383.8375183809417,20.47727855386582,enhanced,0,0
0.1319923156142666,43.03121745927976,19.01677441876405,enhanced,0,0
1.0247031944868017,1422.856148178785,1.3581673320221834,enhanced,0,0
0.6971470419066021,1206.7860161678968,1.4354024210650822,enhanced,0,0
0.1175496084683449,1278.142720168613,1.3884505675638696,enhanced,0,0
0.0522732188796555,1411.890384908883,1.491365067608595,enhanced,0,0
1.926646072698495,1684.5618454057235,6.33555277670642,enhanced,0,0
0.567178929324379,2073.343833673244,5.44878401905762,enhanced,0,0
0.3070937788863944,554.8813733719073,5.91940481625299,enhanced,0,0
0.0991812367894614,465.436460317346,5.965852322421457,enhanced,0,0
1.5200735527078189,2426.146484738269,17.44853288750585,enhanced,0,0
0.6065057656667818,1727.6805697466891,16.249207846756796,enhanced,0,0
0.3637884131535746,2060.935816943409,18.01917885154144,enhanced,0,0
0.0626625972563387,2768.0959552527306,18.634163410914287,enhanced,0,0
1.6038965168358743,2.818252239508425,1.5991459602953797,enhanced,0,0
0.4409987381132175,26.76632596470938,1.648109270312185,enhanced,0,0
0.2732264900964644,13.660495696352225,1.4784174162856882,enhanced,0,0
0.058549812324495,25.10318997975353,1.797213036074878,enhanced,0,0
1.1116881123671123,103.1413534258391,4.039365539849186,enhanced,0,0
0.7080949667214145,31.903040874514183,4.00741651447802,enhanced,0,0
0.2566960139183911,11.704815294242591,4.11390133595411,enhanced,0,0
0.0470426413647852,37.3591475825296,4.0115923993084,enhanced,0,0
3.577863131089646,549.66095124703,7.746192160418707,enhanced,0,0
0.4650713555610833,1201.5922310666042,6.363455627783476,enhanced,0,0
0.2166637355736025,1015.9469096440628,5.974643778521338,enhanced,0,0
0.1335841595464349,1417.4998301183518,6.361021584340009,enhanced,0,0
1.6667760268999967,202.6509266949424,41.92487597242888,enhanced,0,0
1.1544859153214837,127.85218981762046,45.090370117909,enhanced,0,0
0.2417710294285154,246.06591155315004,37.59848648762804,enhanced,0,0
0.0823504155087285,58.42214677323413,40.02085737888895,enhanced,0,0
1.263798902406382,70.20036944693305,8.95360499013603,enhanced,0,1
0.3524299557055631,189.38471357288591,8.486915312621033,enhanced,0,1
0.1629545023468845,1308.576050555717,9.214275045246804,enhanced,0,1
0.0742622735799957,847.5226975449557,8.694887156628294,enhanced,0,1
1.0038724028731605,315.45104888947515,1.2717136518252865,enhanced,0,0
0.5240678627096177,916.8492519329536,1.1535270581089685,enhanced,0,0
0.1625023407658567,299.5924218023081,1.1773808290749015,enhanced,0,0
0.0903778879276358,1262.4870638875927,1.1980019956660843,enhanced,0,0
1.2473098239560136,1639.3932155320688,8.450803480377923,enhanced,0,0
0.3523400885705727,1408.815140381548,7.625409812055527,enhanced,0,0
0.1336501057435886,1127.352795583483,7.776395310596897,enhanced,0,0
0.1474437201887529,2291.2003796408653,7.476411935374796,enhanced,0,0
1.8403871085875687,1340.816641359002,20.04619204406866,enhanced,0,0
0.451824854037595,370.2807143789975,19.86101086165576,enhanced,0,0
0.2347846807782572,477.7408935066242,20.143518197762653,enhanced,0,0
0.0510918768271762,3465.1177325052813,19.345599032250668,enhanced,0,0
1.0668172739498532,46.94630333398188,37.74573971628527,enhanced,0,1
0.7630875804448681,43.29652116038074,36.6291062159046,enhanced,0,1
0.3680168041144135,27.51232862648353,36.19541296462928,enhanced,0,1
0.1627347447128114,17.06225214886438,38.21190628059994,enhanced,0,1
1.4047773188186037,571.5432247466549,2.355152353024003,enhanced,0,0
1.0428661762572142,1055.218637027156,2.2131315546830987,enhanced,0,0
0.3139214026967756,342.88782580244015,2.3263156688981472,enhanced,0,0
0.1114548300650709,1546.2072828435046,2.442173698241313,enhanced,0,0
0.949858509819564,229.97066365221093,4.492556977313607,enhanced,0,0
0.3713826369841381,218.64425722577167,4.643038123209046,enhanced,0,0
0.2597140250500284,135.30698153478008,4.703997863752536,enhanced,0,0
0.0597463986437256,191.9195638037085,4.923363595515971,enhanced,0,0
0.9489917600073376,22.06811041994882,1.4708472610363703,enhanced,0,0
0.3995791624165302,153.2573375809105,1.6940492622795873,enhanced,0,0
0.1607576413356642,105.65975157650774,1.7396746314998923,enhanced,0,0
0.0412880117148269,51.9120147711536,1.726665075315143,enhanced,0,0
1.00271375654382,426.0465057378328,4.678503628587165,enhanced,0,0
0.3898680239479367,2140.2617855091007,4.527796192687019,enhanced,0,0
0.2154018489937971,663.8991086205768,4.624403387520203,enhanced,0,0
0.0474731697246351,3334.9252190538623,4.629019067062616,enhanced,0,0
1.855576054634576,2116.9564345393983,21.329573532625403,enhanced,0,0
0.8860786029198449,1287.9191080533233,17.853440754043056,enhanced,0,0
0.129373298667718,2151.840839844215,18.91368523651817,enhanced,0,0
0.0584460911352401,140.72570344512914,20.402375354618243,enhanced,0,0
0.7533771947775114,29.71284151945146,6.552318645351143,enhanced,0,0
0.4179952044408278,29.95171266691673,5.8421469493836,enhanced,0,0
0.2561510058658403,56.33176084352399,5.933011401174174,enhanced,0,0
0.0784721253850972,34.73195509018845,6.750240865542911,enhanced,0,0
0.929598046027731,806.8732847399326,4.534342892010859,enhanced,0,0
0.5364451303621761,68.25338138818486,4.919808799054928,enhanced,0,0
0.1205558719596266,1492.536705824013,4.905580954704272,enhanced,0,0
0.0544860492590789,1616.204566156387,4.79202524443689,enhanced,0,0
0.623380566168223,50.672235809597126,9.52734955515755,enhanced,0,0
0.6200407092464248,170.67048162632432,10.241257815988387,enhanced,0,0
0.2038285670129387,41.48696492927863,9.934716478818588,enhanced,0,0
0.0249605934329793,204.94962698154532,9.59095391030012,enhanced,0,0
1.2970541343714177,17.59279324650149,3.188119204321595,enhanced,0,0
0.7743433620774903,39.905935446822205,3.2446466073468376,enhanced,0,0
0.183153430593526,43.89268224292607,3.490980687860257,enhanced,0,0
0.142045570221542,46.35020202314176,3.017968086097584,enhanced,0,0
1.7207946131262368,7.356715811397897,4.06273842585636,enhanced,0,0
1.1223118340656828,55.04469886311887,3.856883322204725,enhanced,0,0
0.1454468429901186,14.582625462797967,4.039502552363803,enhanced,0,0
0.1243083490302337,3.207340814394607,3.911322537062299,enhanced,0,0
1.49585103791305,33.73629569409752,13.532689639512736,enhanced,0,0
0.4016617955757003,22.884414747883888,13.902285920421086,enhanced,0,0
0.2911249116744832,49.95759484481238,12.447845157420517,enhanced,0,0
0.0468548964497523,48.68683685179381,12.899879170258629,enhanced,0,0
1.2826669085156046,19.71119467654021,14.829497962023554,enhanced,0,0
0.2165580460176399,57.22106430911495,14.765162056540648,enhanced,0,0
0.0996507720178258,18.164152450267,15.19554967817902,enhanced,0,0
0.0706799351653533,31.38837062467116,13.283479881694811,enhanced,0,0
0.839679361671026,16.101940343488565,33.601035996958174,enhanced,0,0
0.5768565190569331,56.22657063288884,33.560875498958765,enhanced,0,0
0.1622966820812213,10.71186123733907,37.85858170464731,enhanced,0,0
0.0314867533186897,3.64972654414741,34.39175726090953,enhanced,0,0
0.6741196945158344,26.67072654017924,5.827393236384133,enhanced,0,0
0.1602682968809582,59.55015827929439,5.175853489651762,enhanced,0,0
0.1412430085626767,53.608958709039925,5.5403512887822135,enhanced,0,0
0.0166481816640212,45.16787314796,5.409665425708274,enhanced,0,0
1.1893149475675904,53.55675696183297,4.070810005617239,enhanced,0,0
0.7636688582792113,53.71335174217393,4.220201608320186,enhanced,0,0
0.1822715517280122,31.612643262800493,4.218861790984796,enhanced,0,0
0.0668111996306844,19.63981405801679,3.998217381737727,enhanced,0,0
1.1887952873236092,46.54873349454829,3.7355055742001473,enhanced,0,0
0.4215195266650025,40.0380145268979,4.075101395731556,enhanced,0,0
0.1648178358928255,23.045806003548893,3.760562031572869,enhanced,0,0
0.0633423866341848,6.5735334156294005,3.733678197557584,enhanced,0,0
1.1140910170539426,45.060587069592536,3.717721789998389,enhanced,0,0
0.5427677566043111,16.485170439449014,3.522428638614057,enhanced,0,0
0.3143973874151063,56.27197588149298,3.667434487686045,enhanced,0,0
0.0473385176828551,15.2172639253354,4.110207093636197,enhanced,0,0
0.7750554692844563,8.242718012277676,3.798361127392213,enhanced,0,0
0.2721006314187199,50.03564765536946,3.9180826022908826,enhanced,0,0
0.0810447840500247,10.043774680845148,4.139608763990014,enhanced,0,0
0.0578020869213784,11.576830181306606,3.93191557638212,enhanced,0,0
0.7326218606929952,36.36358469972976,4.289759340888382,enhanced,0,1
0.1923148895217109,52.5991604094104,4.232875396276059,enhanced,0,1
0.1016415032593935,12.58964527715982,4.005925548606496,enhanced,0,1
0.044332322703314,19.30909670110559,3.961598035869297,enhanced,0,1
0.7947363671476658,46.86688545622948,4.025824544829986,enhanced,0,1
0.1762722853918389,58.33775913759708,3.935964710012018,enhanced,0,1
0.1316733239734978,30.5437299859382,3.871892394982636,enhanced,0,1
0.0219520477162473,9.489952650523795,3.59941613238586,enhanced,0,1
0.9174803422322528,45.33142634227403,1.2740372862475784,enhanced,0,0
0.2474437013833702,156.83568016998356,1.212051658651853,enhanced,0,0
0.1715883661959597,211.33610633643707,1.3112625706614824,enhanced,0,0
0.0390906610056092,178.5238166740617,1.2160039070507096,enhanced,0,0
0.3728331427198177,767.205806876604,5.90297599105457,enhanced,0,0
0.3357751756123679,2906.60082268521,4.949090509901987,enhanced,0,0
0.2233176028680682,2592.5412388399377,5.789145558175045,enhanced,0,0
0.0574175154212196,2676.0033738610177,5.633861271570183,enhanced,0,0
1.0058010651548686,523.9444405128888,20.54181896507677,enhanced,0,0
0.5474508521136553,498.0884649222199,17.689719874579165,enhanced,0,0
0.2161434107400813,3343.571430563037,17.582747388197955,enhanced,0,0
0.0694865355837918,1467.42680614029,18.28900685889773,enhanced,0,0
0.8147327398562433,17.900327386041244,3.2058427192222725,enhanced,0,0
0.2278645092175577,55.5636973294096,3.119346845859216,enhanced,0,0
0.1014247669491125,2.466709991789122,3.0944280705141445,enhanced,0,0
0.0271892713403647,33.756684497282656,3.10828291510236,enhanced,0,0
0.9476174488514576,77.90713784332479,3.928895886362564,enhanced,0,0
0.3086327573108577,17.17820143133663,4.1029232938781295,enhanced,0,0
0.1875989177195144,21.13905366234995,4.224258520382001,enhanced,0,0
0.0493995262846516,53.19814672137494,4.151901504157308,enhanced,0,0
1.046153498454441,1740.2304844934315,15.854256641893874,enhanced,0,0
0.324377910886704,1084.99531922484,15.905004804205738,enhanced,0,0
0.1112850935857945,1681.4511022323738,15.817497569317148,enhanced,0,0
0.0409251490673001,1453.7188206349583,16.807353938193554,enhanced,0,0
0.6186443076018326,145.54066445103453,1.1652137029902794,enhanced,0,0
0.216314534007394,237.5814002831344,1.1264348761415068,enhanced,0,0
0.0844776655844966,15.172667353326442,1.2437515899667433,enhanced,0,0
0.0271257179362988,41.651759062063135,1.12041837146107,enhanced,0,0
0.6700035860516821,185.7445880030032,1.6275309548228394,enhanced,0,0
0.2679156465125187,261.6442965950432,1.4101419512769684,enhanced,0,0
0.0779382988827891,184.90107562823044,1.682594629638414,enhanced,0,0
0.0434007449561969,129.6457550893673,1.4136795836512033,enhanced,0,0
0.568579544451255,1384.611513661427,5.450377278431624,enhanced,0,0
0.2851113069966212,1567.622585762225,5.474172356447163,enhanced,0,0
0.0883932527162851,2367.8358305531087,4.958225641025949,enhanced,0,0
0.0119233511410125,3130.9168364032303,4.673446794013505,enhanced,0,0
0.5227999000525259,1666.794962550101,19.617546677326644,enhanced,0,0
0.3818850682794888,937.3520528478076,20.79827151046522,enhanced,0,0
0.1996572193454011,897.7847650114372,18.326183026007204,enhanced,0,0
0.0288914451221482,2700.8905520618005,19.62292501559666,enhanced,0,0
0.7387134344090098,9.624221407369198,9.443187945698917,enhanced,0,0
0.5605709292012624,49.655187236924135,10.539774960036183,enhanced,0,0
0.1131105741804452,19.3097457615204,10.96069607189906,enhanced,0,0
0.0561280758138247,9.488444045297417,9.97221224534329,enhanced,0,0
0.6664582967322087,9.217607677625756,4.034767367702221,enhanced,0,0
0.265567420334509,1.738764055079254,4.342276322828788,enhanced,0,0
0.1264681497228713,2.9187288151455624,4.792884311467223,enhanced,0,0
0.0534308723552847,1.6207726124013806,4.588054004515211,enhanced,0,0
0.8690732593315045,234.4174126876783,2.3018680138829684,enhanced,0,1
0.3845000398714991,67.43198891549886,2.2448411424217105,enhanced,0,1
