event_id,timestamp,ra_residual,dec_residual,intensity_226nm,intensity_306nm,maneuver_label,ignition_time,delta_v,snr_db
0,0,-0.5039911783488372,-0.2900944307178162,96.44253601252248,96.7342782296968,1,41850,0.05688624157989407,6.872700594236813
0,30,0.14455145409195852,-0.07534459928388325,102.725372131973,111.22161144894727,1,41850,0.05688624157989407,6.872700594236813
0,60,0.1264833747643241,0.695263227212747,93.60515051519903,122.68017820651303,1,41850,0.05688624157989407,6.872700594236813
0,90,0.4580446946238681,0.06248192886640537,101.65042517876913,126.74210076607784,1,41850,0.05688624157989407,6.872700594236813
0,120,-0.2632994785065766,-0.3185313911545324,90.09816751137576,88.80007117189247,1,41850,0.05688624157989407,6.872700594236813
0,150,-0.23804810038142699,-0.5460613759583819,101.23984668349136,98.54268081093106,1,41850,0.05688624157989407,6.872700594236813
0,180,-0.2589942551805136,0.22908881198132658,103.84897954018373,103.28990220071196,1,41850,0.05688624157989407,6.872700594236813
0,210,-0.41886673817513775,0.08877240919489959,94.22288089971187,100.81570033373207,1,41850,0.05688624157989407,6.872700594236813
0,240,-1.1842118894205964,0.31503782953654713,103.07659322334739,102.14402890030821,1,41850,0.05688624157989407,6.872700594236813
0,270,0.4307819955802221,-0.6627948081863324,100.23291893820335,112.09400349721655,1,41850,0.05688624157989407,6.872700594236813
0,300,0.37007687405055933,-0.5313602765218228,107.24532096279248,111.46551299921428,1,41850,0.05688624157989407,6.872700594236813
0,330,-0.6907399882686972,0.5198555039099492,96.12353467467773,109.28944092509437,1,41850,0.05688624157989407,6.872700594236813
0,360,-0.1940240110154202,0.15018999286514545,112.76425426442461,141.96300018671317,1,41850,0.05688624157989407,6.872700594236813
0,390,-0.3365169415126959,0.24177905439995218,89.16310224837656,90.38719824536335,1,41850,0.05688624157989407,6.872700594236813
0,420,-0.31881051351968537,-0.43636518345654757,98.50643062990704,95.86884474627011,1,41850,0.05688624157989407,6.872700594236813
0,450,-0.9698437072240826,-0.44466025249140434,92.3007513483718,80.443683923553,1,41850,0.05688624157989407,6.872700594236813
0,480,-0.28532736771529693,0.4493160828060025,108.3904277146062,117.00139075371295,1,41850,0.05688624157989407,6.872700594236813
0,510,0.2709337432633095,0.470674103531461,98.81376606967318,124.25981247033141,1,41850,0.05688624157989407,6.872700594236813
0,540,1.1601604955382854,-0.49331165454352377,99.221788724847,114.42208456323544,1,41850,0.05688624157989407,6.872700594236813
0,570,0.17869729120629757,-0.5799109393935595,102.00910230983766,115.08106087876665,1,41850,0.05688624157989407,6.872700594236813
0,600,0.05539930078576163,-0.04922284190664516,99.97821913100192,109.2837548242834,1,41850,0.05688624157989407,6.872700594236813
0,630,-0.23363582321923154,-0.3623273430196306,97.30860745136266,102.74509434343899,1,41850,0.05688624157989407,6.872700594236813
0,660,-0.2720820710012359,-0.3717684173101066,94.30389015565945,100.72006775910315,1,41850,0.05688624157989407,6.872700594236813
0,690,0.42945395287997834,-0.5672226589363556,100.76383475908158,103.0612529334481,1,41850,0.05688624157989407,6.872700594236813
0,720,0.13191941006495667,-0.21233091890158232,101.71717081579548,110.59311971228064,1,41850,0.05688624157989407,6.872700594236813
0,750,-0.2880854664212812,-0.5233981204691235,103.15199441992608,152.26051638507047,1,41850,0.05688624157989407,6.872700594236813
0,780,-0.46304748684935915,-0.49652150705037473,108.66997658739288,117.77219080692625,1,41850,0.05688624157989407,6.872700594236813
0,810,-0.07332021363774205,0.13525456199792488,90.14677631327663,99.20705111802873,1,41850,0.05688624157989407,6.872700594236813
0,840,-0.24189144594603926,-0.025020164215308074,99.69305260941063,104.38771400941228,1,41850,0.05688624157989407,6.872700594236813
0,870,-0.0025056602769049745,0.21978500568106862,105.40188952396744,122.01385935909163,1,41850,0.05688624157989407,6.872700594236813
0,900,-0.10400492168397896,-0.7474711443516038,99.43556681691516,107.80646120283903,1,41850,0.05688624157989407,6.872700594236813
0,930,0.1764834305387877,0.004478666458803693,89.40157062804917,93.55306078860191,1,41850,0.05688624157989407,6.872700594236813
0,960,-0.5734510965961913,0.9408415473232702,94.14799719805643,106.50276771286026,1,41850,0.05688624157989407,6.872700594236813
0,990,0.4949764449679755,-0.16874305509798726,101.4893359726555,104.88910005603246,1,41850,0.05688624157989407,6.872700594236813
0,1020,1.2593491338738616,0.3738408637025961,101.32446705870842,111.71231687893969,1,41850,0.05688624157989407,6.872700594236813
0,1050,0.54105103724828,0.36987823289523747,103.04838614998414,112.53928756885895,1,41850,0.05688624157989407,6.872700594236813
0,1080,0.09910401377960572,0.3921757920433788,96.45985559620179,158.72179299427737,1,41850,0.05688624157989407,6.872700594236813
0,1110,0.399683183311541,0.07554413347472116,101.17799442290736,128.78887828006464,1,41850,0.05688624157989407,6.872700594236813
0,1140,-0.45739653290901344,0.25659451667430255,95.71260646389685,121.7898281333069,1,41850,0.05688624157989407,6.872700594236813
0,1170,-0.7176729787695312,0.3168477359331416,101.1783332880151,109.78156049052761,1,41850,0.05688624157989407,6.872700594236813
0,1200,0.35070164349547145,0.2880339232522612,100.24119936570007,97.59001786853361,1,41850,0.05688624157989407,6.872700594236813
0,1230,-0.24392796109757503,-0.5065014589582371,96.27921929615891,108.40319653678394,1,41850,0.05688624157989407,6.872700594236813
0,1260,-0.6104200175266321,-0.7739204103796654,107.06290895399226,108.71209117020173,1,41850,0.05688624157989407,6.872700594236813
0,1290,-0.3991529505881921,-0.7042057754251064,92.26872161482247,95.63257192930841,1,41850,0.05688624157989407,6.872700594236813
