event_id,timestamp,az_residual,el_residual,range_residual,range_rate_residual,intensity_226nm,intensity_306nm,maneuver_label,ignition_time,delta_v,snr_db
0,0,0.01849343763293981,-0.028857496131528732,1.862267957880592,0.005526346538982606,100.16171762201087,108.27837006414808,1,74340,0.1452446950767345,9.131872920244009
0,30,-0.07465605099748679,-0.009433360282792333,2.5044597578310634,-0.016643511757332773,98.0218257638599,108.48371125851126,1,74340,0.1452446950767345,9.131872920244009
0,60,-0.05678882977535701,-0.038214375584350646,2.1008184798413603,-0.011930275176272872,99.90708925469411,119.48375628941349,1,74340,0.1452446950767345,9.131872920244009
0,90,0.008671528947812108,0.05585139230100417,-4.015521635556912,0.005938474730528451,98.916621844352,111.60150399713889,1,74340,0.1452446950767345,9.131872920244009
0,120,-0.006303342354753683,0.08380992616885018,-7.539241872950163,0.017624653753177816,102.36959839811527,91.68863283804234,1,74340,0.1452446950767345,9.131872920244009
0,150,-0.007172496221368616,0.04065681328099281,0.27696463124509324,-0.01081786407203751,99.42760518123951,106.5106039858518,1,74340,0.1452446950767345,9.131872920244009
0,180,0.019782061808029324,-0.017341594102602696,2.3650547986479946,-0.03279282621565332,103.21363619453324,110.023294202026,1,74340,0.1452446950767345,9.131872920244009
0,210,-0.031284965882960813,-0.014109669478616882,-1.8740715124042366,0.0016573818861106205,96.1976795352607,128.9331992176742,1,74340,0.1452446950767345,9.131872920244009
0,240,-0.050213344382803664,0.0066734560115209365,-0.8631036852196333,-0.056393601186733554,94.2437404292385,119.37957709030304,1,74340,0.1452446950767345,9.131872920244009
0,270,0.00994517153776547,0.040262101847883966,-1.053037681937379,-0.02818011147683534,94.34929793687392,111.36330127859085,1,74340,0.1452446950767345,9.131872920244009
0,300,-0.01782239662058688,0.0272636324389421,1.4634171048804958,-0.03737923145879422,108.69803642277653,121.44286687517547,1,74340,0.1452446950767345,9.131872920244009
0,330,0.010172740470418096,0.001706221708477245,-3.114839420655257,0.005864375599339409,102.83684787145567,115.03908989645086,1,74340,0.1452446950767345,9.131872920244009
0,360,-0.011254481250248352,-0.002478355193992402,6.482229248965732,0.012461274633577886,101.12301457616138,108.41779165360231,1,74340,0.1452446950767345,9.131872920244009
0,390,-0.038126739146230104,0.018688102442563106,-0.612633913612348,0.009310453671531986,95.64116096332089,103.25034373521734,1,74340,0.1452446950767345,9.131872920244009
0,420,-0.015842803766704834,-0.04201782698796976,-1.78383005917537,-0.01975449990979612,94.433401685617,102.30652390842688,1,74340,0.1452446950767345,9.131872920244009
0,450,-0.02034253838201874,0.03226763051410867,-0.7959927526011404,-0.05673709501693681,104.78158579742026,136.82184678481445,1,74340,0.1452446950767345,9.131872920244009
0,480,0.03010908156675712,0.01855603704098407,3.479536494534414,-0.049469523502084764,105.01670637026577,116.88315862672701,1,74340,0.1452446950767345,9.131872920244009
0,510,-0.003112527313533911,-0.016869620257210644,-1.3889548252708592,-0.0011181658308542233,100.1318540336658,148.81516443329207,1,74340,0.1452446950767345,9.131872920244009
0,540,0.0226389631626752,0.02655286869631772,-2.7132203551009035,-0.038871908458618654,99.98748107063325,113.6438854744632,1,74340,0.1452446950767345,9.131872920244009
0,570,0.03082193334381287,0.012422281723233716,-0.18029892016341328,-0.016380871419268674,100.91801311409782,108.16669226243555,1,74340,0.1452446950767345,9.131872920244009
0,600,-0.040746457944063424,0.04325162574193656,-0.3768633365157617,-0.0365172998941205,93.48392523311207,103.36343055636033,1,74340,0.1452446950767345,9.131872920244009
0,630,0.007376274498998654,-0.06636050311714096,-1.3443988213619276,0.0008561174623029858,101.74107948703892,92.81619279382002,1,74340,0.1452446950767345,9.131872920244009
0,660,0.02723175448984467,-0.0020769350803231256,-1.2977826983386107,-0.03396468443521743,95.05778331199024,99.04287221578265,1,74340,0.1452446950767345,9.131872920244009
0,690,-0.01045407472490309,0.008178957449938164,-0.7642348147822017,0.023316164418133913,101.1305370638777,123.98406670147763,1,74340,0.1452446950767345,9.131872920244009
0,720,0.0017058483461861137,0.043396610265235704,-4.963409454948371,-0.029023816357063664,97.35190770602219,107.27742664867147,1,74340,0.1452446950767345,9.131872920244009
0,750,-0.04699794489260094,0.016743969615003792,1.264197009002118,-0.028186470141984797,103.06439157741448,111.15901566723358,1,74340,0.1452446950767345,9.131872920244009
0,780,0.006044685571426616,-0.05085521183260107,-1.5648286225170327,0.015934159784931862,97.15029140024129,106.66303845285624,1,74340,0.1452446950767345,9.131872920244009
0,810,-0.041442813414884386,0.03922946674441076,5.16011719140067,0.00011260102156215975,95.6282961028229,90.18437257673362,1,74340,0.1452446950767345,9.131872920244009
0,840,-0.013517636297837409,0.022769748421573758,5.365841295037268,-0.0029024700786018324,103.51909969989785,117.22935445457748,1,74340,0.1452446950767345,9.131872920244009
0,870,-0.007891891846798553,0.03161889608234623,2.1373236613932836,0.012287538494536314,102.7996607098968,108.29605770826379,1,74340,0.1452446950767345,9.131872920244009
0,900,0.02857759812604746,-0.11551817789763333,3.0480962239291056,-0.011197273729903888,101.58251173672105,136.8071712251942,1,74340,0.1452446950767345,9.131872920244009
0,930,0.0018401296853049586,-0.0248253588870906,1.0441037832988935,0.0724242781504627,100.96844990149651,92.32760066587547,1,74340,0.1452446950767345,9.131872920244009
0,960,0.02630166334947812,0.03939812430451725,-0.3077989656544792,0.022583689240319876,91.53782502492162,93.57216954709556,1,74340,0.1452446950767345,9.131872920244009
0,990,0.025005796020939573,0.012781934509987576,4.210876910454426,-0.06941562491898891,94.79074939378587,110.45651812872208,1,74340,0.1452446950767345,9.131872920244009
0,1020,-0.018404631742736332,0.007053138623383955,-1.581279999973849,-0.03125717466862466,104.22445023428963,112.80571897717746,1,74340,0.1452446950767345,9.131872920244009
0,1050,0.04962525159404177,0.009932303185605321,1.4623874373945769,-0.021314330801931684,94.5141593381871,96.67944437573112,1,74340,0.1452446950767345,9.131872920244009
0,1080,-0.01672571878321407,-0.008253490881368198,-3.3672303879529175,-0.05102940204493071,109.1109524582781,125.97551356993826,1,74340,0.1452446950767345,9.131872920244009
0,1110,-0.015127783753267626,0.03792551338040549,-0.2971228520533943,-0.01927725511785895,101.79408211059614,105.23357195501599,1,74340,0.1452446950767345,9.131872920244009
0,1140,-0.020488711034631114,-0.04649487557339468,-1.777014746632947,-0.0017333733857803338,98.00827703785424,117.17186523081465,1,74340,0.1452446950767345,9.131872920244009
0,1170,-0.07709576476767543,-0.009206422054369907,5.888739876759172,0.017241416792706993,102.57100006899084,130.0356343892648,1,74340,0.1452446950767345,9.131872920244009
0,1200,0.029454664825071926,-0.016115293480830482,6.074250162091997,-0.029793300733719625,91.90857418406227,80.63787079551739,1,74340,0.1452446950767345,9.131872920244009
0,1230,-0.027938742564413106,-0.080083275086924,-0.6992409639331636,0.037436254409705355,104.2796313533487,99.31690946663205,1,74340,0.1452446950767345,9.131872920244009
0,1260,-0.04235284980980912,0.030140429861918932,-1.7007042042706586,-0.005145828895831304,103.98953744775446,98.54669407824258,1,74340,0.1452446950767345,9.131872920244009
0,1290,-0.05792639052321204,-0.009100093878381057,-0.7882309704038103,0.056786925929127846,98.47738745551911,125.33747718305231,1,74340,0.1452446950767345,9.131872920244009
0,1320,-0.04328005054846077,-0.1033998347893023,1.64915849778918,-0.026743135501654903,101.20968805928847,109.95269293547872,1,74340,0.1452446950767345,9.131872920244009
0,1350,0.020719641511409717,0.0321930864864136,-2.1520463273363375,-0.029848838034793917,104.27346858141652,106.68958847761856,1,74340,0.1452446950767345,9.131872920244009
0,1380,-0.0264982649693258,-0.02802867433998303,1.4997302744014702,0.03316241619324691,104.37333202645362,132.49211508847276,1,74340,0.1452446950767345,9.131872920244009
0,1410,0.024686714451761852,0.0682280623081382,3.1090594826111717,0.0912569726756333,100.27375823072406,120.46086043950623,1,74340,0.1452446950767345,9.131872920244009
0,1440,-0.008721353254165468,0.02913450538168088,3.3225779184428994,-0.03391258772387172,97.57618911956207,117.21480458444285,1,74340,0.1452446950767345,9.131872920244009
0,1470,0.030852326266049807,0.03697542449188721,1.579956776212593,0.005053093078524387,101.02634587292222,112.20092671480441,1,74340,0.1452446950767345,9.131872920244009
0,1500,0.028486299287080262,0.003667329709851089,-0.6228296055933431,-0.023427652531281595,103.0069748566787,128.95844273120608,1,74340,0.1452446950767345,9.131872920244009
0,1530,-0.01750541857630514,-0.05359088660209383,3.1201441738831006,-0.008825738155200649,101.66215448337648,153.49963630155113,1,74340,0.1452446950767345,9.131872920244009
0,1560,0.029772829163607448,0.04944947761446755,6.224484222275775,-0.021565943118437424,99.78643855907843,97.47511462434414,1,74340,0.1452446950767345,9.131872920244009
0,1590,-0.008261001620081233,0.05293359363317681,-1.0133017484229714,-0.06417696721944366,100.24394791627746,122.40309247224747,1,74340,0.1452446950767345,9.131872920244009
0,1620,-0.0540750011345025,-0.005184277797395548,-2.8760258402484737,0.016940395877058225,97.26492118936868,95.50867313883614,1,74340,0.1452446950767345,9.131872920244009
0,1650,0.011906377266104698,-0.020955569686804277,-2.0125481650484707,-0.01342400269362847,107.12816201817812,134.60678799958418,1,74340,0.1452446950767345,9.131872920244009
0,1680,-0.029979088541234808,0.027183391323737482,1.0378305184242844,-0.00951195927092174,103.3794906752688,95.7611583871717,1,74340,0.1452446950767345,9.131872920244009
0,1710,-0.06693123305288938,0.013063775441971402,3.663302248314472,-0.045395300829685216,93.91487288457239,94.48924254922582,1,74340,0.1452446950767345,9.131872920244009
