time,ton,thrust,mfr,vl,anomaly_code
2021-07-20 08:00:00.000,0,0.004778123139615,0.0,0.0,
2021-07-20 08:00:00.010,0,0.0006349719662291,0.0,1.0,
2021-07-20 08:00:00.020,0,0.0002513084533413,0.0,1.0,
2021-07-20 08:00:00.030,0,-0.0028775351380764,0.0,1.0,
2021-07-20 08:00:00.040,0,-0.001163100217482,0.0,1.0,
2021-07-20 08:00:00.050,0,-0.0029298975897835,0.0,1.0,
2021-07-20 08:00:00.060,0,-0.0006665273614347,0.0,1.0,
2021-07-20 08:00:00.070,0,-0.0019737267828338,0.0,1.0,
2021-07-20 08:00:00.080,0,0.0016065011960589,0.0,1.0,
2021-07-20 08:00:00.090,0,0.0028653072681665,0.0,1.0,
2021-07-20 08:00:00.100,0,-0.0003310538794749,0.0,1.0,
2021-07-20 08:00:00.110,0,0.0021908141284091,0.0,1.0,
2021-07-20 08:00:00.120,0,0.0050883955721494,0.0,1.0,
2021-07-20 08:00:00.130,0,-0.0061114752269009,0.0,1.0,
2021-07-20 08:00:00.140,0,0.0005361949051582,0.0,1.0,
2021-07-20 08:00:00.150,0,0.0050853669707874,0.0,1.0,
2021-07-20 08:00:00.160,0,0.0068273719898479,0.0,1.0,
2021-07-20 08:00:00.170,0,-0.0049630900076095,0.0,0.0,
2021-07-20 08:00:00.180,0,-0.0005565121959443,0.0,0.0,
2021-07-20 08:00:00.190,0,-0.0033853628874152,0.0,0.0,
2021-07-20 08:00:00.200,0,0.0006331402041331,0.0,0.0,
2021-07-20 08:00:00.210,0,0.0025971624176424,0.0,0.0,
2021-07-20 08:00:00.220,0,-0.003311472018046,0.0,0.0,
2021-07-20 08:00:00.230,0,0.0028206892969293,0.0,0.0,
2021-07-20 08:00:00.240,0,-0.0027631956003537,0.0,0.0,
2021-07-20 08:00:00.250,0,0.0013779162164962,0.0,0.0,
2021-07-20 08:00:00.260,0,0.0023673420750095,0.0,0.0,
2021-07-20 08:00:00.270,0,-0.0035176245491076,0.0,0.0,
2021-07-20 08:00:00.280,0,-0.0045335826441173,0.0,0.0,
2021-07-20 08:00:00.290,0,0.0019034656756985,0.0,0.0,
2021-07-20 08:00:00.300,0,0.0040350997184952,0.0,0.0,
2021-07-20 08:00:00.310,0,-0.0030017886331129,0.0,0.0,
2021-07-20 08:00:00.320,0,0.0010933484132996,0.0,0.0,
2021-07-20 08:00:00.330,0,0.0049486572464816,0.0,0.0,
2021-07-20 08:00:00.340,0,0.0010232399632193,0.0,0.0,
2021-07-20 08:00:00.350,0,-0.001474730888536,0.0,0.0,
2021-07-20 08:00:00.360,0,-0.0036722277773755,0.0,0.0,
2021-07-20 08:00:00.370,0,0.0017646134651628,0.0,0.0,
2021-07-20 08:00:00.380,0,-0.0021322205214116,0.0,0.0,
2021-07-20 08:00:00.390,0,-0.00519550443829,0.0,0.0,
2021-07-20 08:00:00.400,0,-0.001843372659392,0.0,0.0,
2021-07-20 08:00:00.410,0,0.0052024009895912,0.0,0.0,
2021-07-20 08:00:00.420,0,0.0004785093882405,0.0,0.0,
2021-07-20 08:00:00.430,0,0.000300197956317,0.0,0.0,
2021-07-20 08:00:00.440,0,0.0009155798005077,0.0,0.0,
2021-07-20 08:00:00.450,0,-0.0006703828305384,0.0,0.0,
2021-07-20 08:00:00.460,0,-0.0049792794562816,0.0,0.0,
2021-07-20 08:00:00.470,0,-0.003215858646996,0.0,0.0,
2021-07-20 08:00:00.480,0,0.0038667278511247,0.0,0.0,
2021-07-20 08:00:00.490,0,3.0555246318927475e-05,0.0,0.0,
2021-07-20 08:00:00.500,0,0.0030883149362661,0.0,0.0,
2021-07-20 08:00:00.510,0,-0.0048345744031514,0.0,0.0,
2021-07-20 08:00:00.520,0,-0.0002748698768713,0.0,0.0,
2021-07-20 08:00:00.530,0,0.0016212230151526,0.0,0.0,
2021-07-20 08:00:00.540,0,0.0009072820042861,0.0,0.0,
2021-07-20 08:00:00.550,0,-0.0024122616555032,0.0,0.0,
2021-07-20 08:00:00.560,0,-0.0005938185099716,0.0,0.0,
2021-07-20 08:00:00.570,0,-0.0059889761450581,0.0,0.0,
2021-07-20 08:00:00.580,0,-0.0005173661300365,0.0,0.0,
2021-07-20 08:00:00.590,0,-0.0004248502422878,0.0,0.0,
2021-07-20 08:00:00.600,0,-0.003441353703421,0.0,0.0,
2021-07-20 08:00:00.610,0,0.0012791673642991,0.0,0.0,
2021-07-20 08:00:00.620,0,-0.004302653945657001,0.0,0.0,
2021-07-20 08:00:00.630,0,-0.000593949845452,0.0,0.0,
2021-07-20 08:00:00.640,0,0.0052253605753481,0.0,0.0,
2021-07-20 08:00:00.650,0,-0.0021674445256924,0.0,0.0,
2021-07-20 08:00:00.660,0,-0.0055709914911328,0.0,0.0,
2021-07-20 08:00:00.670,0,-0.0004535619518355,0.0,0.0,
2021-07-20 08:00:00.680,0,-0.001670073232623,0.0,0.0,
2021-07-20 08:00:00.690,0,0.002179090418427,0.0,0.0,
2021-07-20 08:00:00.700,0,0.0011656037086701,0.0,0.0,
2021-07-20 08:00:00.710,0,-0.0008263257191491,0.0,0.0,
2021-07-20 08:00:00.720,0,-0.0018766880066532,0.0,0.0,
2021-07-20 08:00:00.730,0,0.0006835182399527,0.0,0.0,
2021-07-20 08:00:00.740,0,0.0067490748857056,0.0,0.0,
2021-07-20 08:00:00.750,0,-0.0011278639194252,0.0,0.0,
2021-07-20 08:00:00.760,0,0.0052554211558466,0.0,0.0,
2021-07-20 08:00:00.770,0,-3.088591937607655e-06,0.0,0.0,
2021-07-20 08:00:00.780,0,0.0010668668921761,0.0,0.0,
2021-07-20 08:00:00.790,0,-0.0011286746594279,0.0,0.0,
2021-07-20 08:00:00.800,0,-0.0024446555385435,0.0,0.0,
2021-07-20 08:00:00.810,0,-0.001835014643954,0.0,0.0,
2021-07-20 08:00:00.820,0,-0.0004687875217557,0.0,0.0,
2021-07-20 08:00:00.830,0,0.0052820679610659,0.0,0.0,
2021-07-20 08:00:00.840,0,0.0055010782430591,0.0,0.0,
2021-07-20 08:00:00.850,0,-0.0041029662163814,0.0,0.0,
2021-07-20 08:00:00.860,0,-0.0008267276711097,0.0,0.0,
2021-07-20 08:00:00.870,0,-1.2661273102362568e-05,0.0,0.0,
2021-07-20 08:00:00.880,0,-0.0008616062526731,0.0,0.0,
2021-07-20 08:00:00.890,0,-0.0076998491955968,0.0,0.0,
2021-07-20 08:00:00.900,0,0.0021305084709357,0.0,0.0,
2021-07-20 08:00:00.910,0,0.0016946604586622,0.0,0.0,
2021-07-20 08:00:00.920,0,-0.0032696277037335,0.0,0.0,
2021-07-20 08:00:00.930,0,0.0006061587475323,0.0,0.0,
2021-07-20 08:00:00.940,0,0.0022031325408281,0.0,0.0,
2021-07-20 08:00:00.950,0,0.0008743581814238,0.0,0.0,
2021-07-20 08:00:00.960,0,0.0041102173449845,0.0,0.0,
2021-07-20 08:00:00.970,0,0.0030370911342754,0.0,0.0,
2021-07-20 08:00:00.980,0,-0.0011443407173421,0.0,0.0,
2021-07-20 08:00:00.990,0,0.0042177237100016,0.0,0.0,
2021-07-20 08:00:01.000,1,0.0013103287357834,0.0,0.0,
2021-07-20 08:00:01.010,1,0.004540083553599,0.0,0.0,
2021-07-20 08:00:01.020,1,-0.0060505524785749,0.0,0.0,
2021-07-20 08:00:01.030,1,0.0048004218930234,0.0,0.0,
2021-07-20 08:00:01.040,1,0.0016885329888997,0.0,0.0,
2021-07-20 08:00:01.050,1,0.0019588478569249,0.0,0.0,
2021-07-20 08:00:01.060,1,0.00494639049494,0.0,0.0,
2021-07-20 08:00:01.070,1,-0.0008960152404957,0.0,0.0,
2021-07-20 08:00:01.080,1,-0.0035588369908651,0.0,0.0,
2021-07-20 08:00:01.090,1,0.0025245002249635,0.0,0.0,
2021-07-20 08:00:01.100,1,-0.0019127482609882,0.0,0.0,
2021-07-20 08:00:01.110,1,-0.0022567340220625,0.0,0.0,
2021-07-20 08:00:01.120,1,0.0060981317304295,5.4223987113332734,0.0,
2021-07-20 08:00:01.130,1,0.0236950712839749,20.52758263677693,0.0,
2021-07-20 08:00:01.140,1,0.0446977089719132,43.547043472582786,0.0,
2021-07-20 08:00:01.150,1,0.0708629406537717,74.62503741255695,0.0,
2021-07-20 08:00:01.160,1,0.0938059825227164,109.21965707971745,0.0,
2021-07-20 08:00:01.170,1,0.1519949273795536,149.9705383031221,0.0,
2021-07-20 08:00:01.180,1,0.2129106697415243,194.53929071439725,0.0,
2021-07-20 08:00:01.190,1,0.2429427664665806,241.51452459123317,0.0,
2021-07-20 08:00:01.200,1,0.3119522569200927,289.75631456139763,0.0,
2021-07-20 08:00:01.210,1,0.3809823039185013,337.69443464336763,0.0,
2021-07-20 08:00:01.220,1,0.3240353416144519,389.39916902914666,0.0,
2021-07-20 08:00:01.230,1,0.3547177558913637,443.0040773005225,0.0,
2021-07-20 08:00:01.240,1,0.5234950493813576,491.0611081440807,0.0,
2021-07-20 08:00:01.250,1,0.4384230380917489,541.2886073756181,0.0,
2021-07-20 08:00:01.260,1,0.5869298860284368,591.557638087213,0.0,
2021-07-20 08:00:01.270,1,0.6020615905052503,636.8550225140219,0.0,
2021-07-20 08:00:01.280,1,0.7158556439462782,676.1905867339408,0.0,
2021-07-20 08:00:01.290,1,0.816059013705121,719.5195300928319,0.0,
2021-07-20 08:00:01.300,1,0.6410823542279287,770.1076910714476,0.0,
2021-07-20 08:00:01.310,1,0.8334019540410204,804.889276877607,0.0,
2021-07-20 08:00:01.320,1,0.9148355425432106,837.3125061860871,0.0,
2021-07-20 08:00:01.330,1,0.8518072049544871,877.1334820859684,0.0,
