time,ton,thrust,mfr,vl,anomaly_code
2021-08-05 06:00:00.000,0,0.0059876395435964,0.0,0.0,
2021-08-05 06:00:00.010,0,-0.0036697290929787,0.0,1.0,
2021-08-05 06:00:00.020,0,-0.0041961758077134,0.0,1.0,
2021-08-05 06:00:00.030,0,0.0001279661211631,0.0,1.0,
2021-08-05 06:00:00.040,0,0.0005922639108401,0.0,1.0,
2021-08-05 06:00:00.050,0,0.0009325221518301,0.0,1.0,
2021-08-05 06:00:00.060,0,1.2339548496409995e-05,0.0,1.0,
2021-08-05 06:00:00.070,0,-0.000503855451984,0.0,1.0,
2021-08-05 06:00:00.080,0,0.0027631017045711,0.0,1.0,
2021-08-05 06:00:00.090,0,0.0004532494489407,0.0,1.0,
2021-08-05 06:00:00.100,0,-0.0011783446009218,0.0,1.0,
2021-08-05 06:00:00.110,0,-0.0002868789930432,0.0,1.0,
2021-08-05 06:00:00.120,0,0.0066886285732241,0.0,1.0,
2021-08-05 06:00:00.130,0,0.0010506189499803,0.0,1.0,
2021-08-05 06:00:00.140,0,-0.0088984900329902,0.0,1.0,
2021-08-05 06:00:00.150,0,0.0012037660024347,0.0,1.0,
2021-08-05 06:00:00.160,0,0.0046262290663777,0.0,1.0,
2021-08-05 06:00:00.170,0,0.0012389619836223,0.0,0.0,
2021-08-05 06:00:00.180,0,0.00611548797392,0.0,0.0,
2021-08-05 06:00:00.190,0,0.0040120205173632,0.0,0.0,
2021-08-05 06:00:00.200,0,0.0018207131310649,0.0,0.0,
2021-08-05 06:00:00.210,0,-0.0002258206877883,0.0,0.0,
2021-08-05 06:00:00.220,0,-0.0045928812879622,0.0,0.0,
2021-08-05 06:00:00.230,0,0.0049464337343246,0.0,0.0,
2021-08-05 06:00:00.240,0,-0.001122249132871,0.0,0.0,
2021-08-05 06:00:00.250,0,-0.0001949237392059,0.0,0.0,
2021-08-05 06:00:00.260,0,-0.0032487905290970003,0.0,0.0,
2021-08-05 06:00:00.270,0,-0.0050823041164899,0.0,0.0,
2021-08-05 06:00:00.280,0,0.0016472663367911,0.0,0.0,
2021-08-05 06:00:00.290,0,-0.0002386365461576,0.0,0.0,
2021-08-05 06:00:00.300,0,0.0019994611609005,0.0,0.0,
2021-08-05 06:00:00.310,0,-0.0074226477547035,0.0,0.0,
2021-08-05 06:00:00.320,0,0.0027770368016135,0.0,0.0,
2021-08-05 06:00:00.330,0,0.0002187496895483,0.0,0.0,
2021-08-05 06:00:00.340,0,0.0016027082418289,0.0,0.0,
2021-08-05 06:00:00.350,0,-0.0020605463948904,0.0,0.0,
2021-08-05 06:00:00.360,0,0.0001110279382412,0.0,0.0,
2021-08-05 06:00:00.370,0,0.0009092088763607,0.0,0.0,
2021-08-05 06:00:00.380,0,-0.0011651321613837,0.0,0.0,
2021-08-05 06:00:00.390,0,0.0023992543350774,0.0,0.0,
2021-08-05 06:00:00.400,0,0.0002499777978258,0.0,0.0,
2021-08-05 06:00:00.410,0,0.003752173026089,0.0,0.0,
2021-08-05 06:00:00.420,0,-0.0039180084219673,0.0,0.0,
